linear,b,d,n_samples,alpha,accuracy,trueneg,falseneg,truepos,falsepos,model_count
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,1.0,2,0,1,0,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.0,0,1,0,2,0
False,0.1,0.1,100,0.1,0.0,0,1,0,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.0,0,1,0,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.001,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.005,1.0,2,0,1,0,0
False,0.1,0.1,100,0.01,1.0,2,0,1,0,0
False,0.1,0.1,100,0.05,1.0,2,0,1,0,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,1.0,2,0,1,0,0
False,0.1,0.1,100,0.01,1.0,2,0,1,0,0
False,0.1,0.1,100,0.05,1.0,2,0,1,0,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,1.0,2,0,1,0,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.05,1.0,2,0,1,0,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,1.0,2,0,1,0,0
False,0.1,0.1,100,0.01,1.0,2,0,1,0,0
False,0.1,0.1,100,0.05,1.0,2,0,1,0,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,1.0,2,0,1,0,0
False,0.1,0.1,100,0.01,1.0,2,0,1,0,0
False,0.1,0.1,100,0.05,1.0,2,0,1,0,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.01,1.0,2,0,1,0,0
False,0.1,0.1,100,0.05,1.0,2,0,1,0,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.1,1.0,2,0,1,0,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,100,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,100,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.001,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.01,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.01,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,0.6666666666666667,2,1,0,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.05,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.1,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.005,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.01,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.05,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.1,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.005,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.01,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.05,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.1,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.01,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.01,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.1,0.33333333333333337,1,1,0,1,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.01,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,0.6666666666666667,2,1,0,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.0,0,1,0,2,0
False,0.1,0.1,500,0.1,0.0,0,1,0,2,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.01,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.05,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.1,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.6666666666666667,1,0,1,1,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,1.0,2,0,1,0,0
False,0.1,0.1,500,0.005,1.0,2,0,1,0,0
False,0.1,0.1,500,0.01,1.0,2,0,1,0,0
False,0.1,0.1,500,0.05,1.0,2,0,1,0,0
False,0.1,0.1,500,0.1,1.0,2,0,1,0,0
False,0.1,0.1,500,0.001,0.33333333333333337,0,0,1,2,0
False,0.1,0.1,500,0.005,0.33333333333333337,0,0,1,2,0
